
;;;Max_iterations25
;;;Neighborhood: 10
;;;Start temperature: 0.100000
;;;Temperature 0: 0.100000
;;;Alpha : 0.998700

current;best
1472.692924;1385.318059
1510.339681;1385.318059
1691.170865;1385.318059
1668.260378;1385.318059
1604.906853;1385.318059
1666.054799;1385.318059
1672.060916;1385.318059
1635.220439;1385.318059
1603.471556;1385.318059
1644.923488;1385.318059
1518.623125;1385.318059
1643.727313;1385.318059
1570.863238;1385.318059
1534.311583;1385.318059
1668.764405;1385.318059
1642.557076;1385.318059
1635.752363;1385.318059
1455.298378;1385.318059
1600.335477;1385.318059
1583.328561;1385.318059
1549.852295;1385.318059
1573.647500;1385.318059
1686.587822;1385.318059
1542.301142;1385.318059
1632.823831;1385.318059
1633.651620;1385.318059
1661.385802;1385.318059
1628.100371;1385.318059
1547.608736;1385.318059
1589.647554;1385.318059
1572.485361;1385.318059
1538.017681;1385.318059
1576.171941;1385.318059
1542.761995;1385.318059
1559.964006;1385.318059
1718.501000;1385.318059
1603.920389;1385.318059
1566.773953;1385.318059
1485.808294;1385.318059
1555.644274;1385.318059
1667.596527;1385.318059
1502.032823;1385.318059
1609.485355;1385.318059
1577.158188;1385.318059
1636.062873;1385.318059
1551.850398;1385.318059
1442.450954;1385.318059
1530.985525;1385.318059
1516.144514;1385.318059
1470.790508;1385.318059
1639.788055;1385.318059
1531.848755;1385.318059
1535.826025;1385.318059
1514.576406;1385.318059
1676.974974;1385.318059
1499.326277;1385.318059
1581.935524;1385.318059
1622.593470;1385.318059
1662.186637;1385.318059
1605.790393;1385.318059
1650.658666;1385.318059
1736.101585;1385.318059
1720.241254;1385.318059
1629.321780;1385.318059
1486.976637;1385.318059
1557.096497;1385.318059
1596.168911;1385.318059
1473.947681;1385.318059
1610.049532;1385.318059
1519.076912;1385.318059
1581.065749;1385.318059
1689.900351;1385.318059
1656.959942;1385.318059
1649.667437;1385.318059
1581.731533;1385.318059
1639.716568;1385.318059
1490.013001;1385.318059
1721.298016;1385.318059
1507.178699;1385.318059
1652.733148;1385.318059
1494.976376;1385.318059
1495.339277;1352.140356
1698.216424;1352.140356
1514.659473;1352.140356
1583.256997;1352.140356
1634.492087;1352.140356
1583.071064;1352.140356
1556.062841;1352.140356
1500.086979;1352.140356
1577.369094;1338.914765
1625.757910;1338.914765
1505.186369;1338.914765
1765.049262;1338.914765
1516.868560;1338.914765
1617.198550;1338.914765
1703.036028;1338.914765
1532.170050;1338.914765
1641.663423;1338.914765
1593.427206;1338.914765
1616.277375;1338.914765
1559.356953;1338.914765
1546.388543;1338.914765
1592.279472;1338.914765
1564.644184;1338.914765
1604.565002;1338.914765
1576.552893;1338.914765
1613.951443;1338.914765
1516.028710;1338.914765
1576.109568;1338.914765
1503.120023;1338.914765
1590.258279;1338.914765
1704.011753;1338.914765
1601.949353;1338.914765
1601.180033;1338.914765
1736.957337;1338.914765
1632.642361;1338.914765
1407.603642;1338.914765
1391.179937;1338.914765
1674.538746;1303.132967
1596.168257;1303.132967
1633.444538;1303.132967
1493.642110;1303.132967
1507.916702;1303.132967
1672.724175;1303.132967
1459.740915;1303.132967
1504.993146;1303.132967
1598.193023;1303.132967
1605.716187;1303.132967
1658.866063;1303.132967
1702.313846;1303.132967
1537.856974;1303.132967
1709.358867;1303.132967
1622.775318;1303.132967
1617.174534;1303.132967
1675.747558;1303.132967
1547.148178;1303.132967
1623.749000;1303.132967
1670.856729;1303.132967
1547.183351;1303.132967
1601.901788;1303.132967
1592.834993;1303.132967
1523.475037;1303.132967
1607.654294;1303.132967
1569.687138;1303.132967
1594.636649;1303.132967
1666.681765;1303.132967
1603.311264;1303.132967
1621.890067;1303.132967
1658.281628;1303.132967
1648.212561;1303.132967
1414.518085;1303.132967
1433.612133;1303.132967
1477.278869;1303.132967
1545.194827;1303.132967
1551.301693;1303.132967
1492.304521;1303.132967
1580.134371;1303.132967
1558.857662;1303.132967
1582.124476;1303.132967
1581.726497;1303.132967
1457.443877;1303.132967
1610.039546;1303.132967
1676.782480;1303.132967
1717.917864;1303.132967
1676.846429;1303.132967
1644.818913;1303.132967
1417.255353;1303.132967
1477.398749;1303.132967
1647.019346;1303.132967
1554.942921;1303.132967
1598.479395;1303.132967
1539.462663;1303.132967
1479.922046;1303.132967
1469.076570;1303.132967
1528.332359;1303.132967
1666.167652;1303.132967
1687.256513;1303.132967
1685.419544;1303.132967
1571.031140;1303.132967
1608.921041;1303.132967
1564.290114;1303.132967
1463.153502;1303.132967
1632.796183;1303.132967
1552.497472;1303.132967
1583.490555;1303.132967
1511.439837;1303.132967
1467.627948;1303.132967
1557.008640;1303.132967
1662.989615;1303.132967
1614.496887;1303.132967
1559.131027;1303.132967
1486.492440;1303.132967
1504.340400;1303.132967
1592.688448;1303.132967
1459.834241;1303.132967
1606.065855;1303.132967
1667.891956;1303.132967
1565.237274;1303.132967
1609.452415;1303.132967
1449.590545;1303.132967
1528.432351;1303.132967
1507.039405;1303.132967
1505.603259;1303.132967
1592.436871;1303.132967
1579.389498;1303.132967
1557.105869;1303.132967
1682.175611;1303.132967
1578.472312;1303.132967
1512.941341;1303.132967
1551.894272;1303.132967
1560.032922;1303.132967
1334.426153;1302.137154
1462.475148;1267.069976
1508.857164;1267.069976
1546.487188;1267.069976
1721.858743;1267.069976
1659.544227;1267.069976
1576.141934;1267.069976
1510.909283;1267.069976
1785.805917;1267.069976
1721.052335;1267.069976
1580.922411;1267.069976
1483.059788;1267.069976
1621.813920;1267.069976
1482.926910;1267.069976
1625.874097;1267.069976
1579.768229;1267.069976
1608.652596;1267.069976
1633.721916;1267.069976
1621.481776;1267.069976
1311.404943;1267.069976
1463.841489;1267.069976
1638.695361;1267.069976
1442.660189;1267.069976
1727.772017;1267.069976
1616.099652;1267.069976
1673.098117;1267.069976
1608.580696;1267.069976
1616.780967;1267.069976
1526.956200;1267.069976
1544.378657;1267.069976
1672.812858;1267.069976
1557.940673;1267.069976
1511.261354;1267.069976
1728.606962;1267.069976
1614.253710;1267.069976
1627.399082;1267.069976
1569.489339;1267.069976
1599.703337;1267.069976
1687.775249;1267.069976
1613.922880;1267.069976
1617.902467;1267.069976
1598.055032;1267.069976
1531.321515;1267.069976
1714.790695;1267.069976
1756.164784;1267.069976
1615.188840;1267.069976
1508.861566;1267.069976
1536.066264;1267.069976
1676.174409;1267.069976
1630.180101;1267.069976
1365.565889;1267.069976
1490.692423;1267.069976
1484.582547;1267.069976
1543.308751;1267.069976
1625.145705;1267.069976
1590.629865;1267.069976
1481.968833;1267.069976
1413.712716;1267.069976
1549.935646;1267.069976
1657.727072;1267.069976
1710.902382;1267.069976
1579.255709;1267.069976
1653.872944;1267.069976
1657.984601;1267.069976
1727.481616;1267.069976
1519.421200;1267.069976
1649.027419;1267.069976
1635.818067;1267.069976
1619.469773;1267.069976
1620.722232;1267.069976
1399.071439;1267.069976
1520.469445;1267.069976
1492.962188;1267.069976
1444.000106;1267.069976
1485.981690;1267.069976
1508.212646;1267.069976
1670.089753;1267.069976
1488.484127;1267.069976
1614.570544;1267.069976
1708.753883;1267.069976
1642.953716;1267.069976
1519.360343;1267.069976
1485.603461;1267.069976
1640.480959;1267.069976
1560.634351;1267.069976
1547.492677;1267.069976
1724.809401;1267.069976
1610.467437;1267.069976
1467.369339;1267.069976
1548.715000;1267.069976
1458.712478;1267.069976
1546.071754;1267.069976
1588.198888;1267.069976
1513.733751;1267.069976
1560.158923;1267.069976
1487.327084;1267.069976
1578.963003;1267.069976
1694.060246;1267.069976
1650.618210;1267.069976
1631.750083;1267.069976
1592.988887;1267.069976
1661.422965;1267.069976
1657.902813;1267.069976
1654.694304;1267.069976
1659.058910;1267.069976
1699.044780;1267.069976
1555.295901;1267.069976
1532.845592;1267.069976
1526.280375;1267.069976
1550.748258;1267.069976
1530.659735;1267.069976
1649.356892;1267.069976
1669.678424;1267.069976
1590.628486;1267.069976
1583.037098;1267.069976
1486.169637;1267.069976
1512.415088;1267.069976
1576.272099;1267.069976
1574.412490;1267.069976
1494.956314;1267.069976
1560.913653;1267.069976
1534.591177;1267.069976
1691.001083;1267.069976
1599.805649;1267.069976
1527.326316;1267.069976
1360.445331;1267.069976
1430.669447;1267.069976
1562.232458;1267.069976
1561.044065;1267.069976
1543.344583;1267.069976
1608.782142;1267.069976
1472.144980;1267.069976
1536.824226;1267.069976
1432.663745;1267.069976
1533.482466;1267.069976
1669.832516;1267.069976
1612.495016;1267.069976
1770.156180;1267.069976
1572.848553;1267.069976
1551.065215;1267.069976
1414.627027;1267.069976
1581.259128;1267.069976
1519.283288;1267.069976
1547.714244;1267.069976
1584.209416;1267.069976
1493.746365;1267.069976
1553.548455;1267.069976
1670.508364;1267.069976
1550.364534;1267.069976
1547.557888;1267.069976
1566.994211;1267.069976
1555.513277;1267.069976
1493.305155;1267.069976
1492.870091;1267.069976
1633.687579;1267.069976
1617.396466;1267.069976
1607.685955;1267.069976
1605.854164;1267.069976
1585.883154;1267.069976
1508.327835;1267.069976
1747.020947;1267.069976
1535.376518;1267.069976
1472.499806;1267.069976
1569.958190;1267.069976
1647.836533;1267.069976
1637.551034;1267.069976
1563.031878;1267.069976
1470.729094;1267.069976
1459.977421;1267.069976
1528.415915;1267.069976
1580.266647;1267.069976
1581.263323;1267.069976
1539.742190;1267.069976
1545.570388;1267.069976
1627.829020;1267.069976
1515.810971;1267.069976
1533.808830;1267.069976
1717.059936;1267.069976
1708.905355;1267.069976
1599.331394;1267.069976
1526.217372;1267.069976
1673.290671;1267.069976
1598.129818;1267.069976
1497.377743;1267.069976
1725.048689;1267.069976
1689.666211;1267.069976
1545.151037;1267.069976
1632.985110;1267.069976
1712.244812;1267.069976
1529.384535;1267.069976
1575.378784;1267.069976
1467.500079;1267.069976
1514.827544;1267.069976
1512.966065;1267.069976
1534.973505;1267.069976
1503.760564;1267.069976
1437.107865;1267.069976
1659.268300;1267.069976
1585.641362;1267.069976
1443.340197;1267.069976
1556.637263;1267.069976
1583.161015;1267.069976
1589.372026;1267.069976
1668.732007;1267.069976
1666.039165;1267.069976
1500.158386;1267.069976
1662.755853;1267.069976
1579.262149;1267.069976
1500.202026;1267.069976
1537.218125;1267.069976
1590.199990;1267.069976
1438.512700;1267.069976
1443.624721;1267.069976
1611.222708;1267.069976
1608.887412;1267.069976
1602.493420;1267.069976
1558.086398;1267.069976
1485.639724;1267.069976
1659.622681;1267.069976
1634.153673;1267.069976
1613.367199;1267.069976
1573.573449;1267.069976
1607.682156;1267.069976
1729.832981;1267.069976
1741.103403;1267.069976
1752.915142;1267.069976
1554.774809;1267.069976
1593.935958;1267.069976
1443.025528;1267.069976
1637.429037;1267.069976
1490.151250;1267.069976
1407.030560;1267.069976
1603.396829;1267.069976
1556.701477;1267.069976
1694.729361;1267.069976
1750.922975;1267.069976
1628.064175;1267.069976
1574.450505;1267.069976
1484.459284;1267.069976
1481.831744;1267.069976
1468.317135;1267.069976
1606.220116;1267.069976
1605.601199;1267.069976
1603.511525;1267.069976
1648.341563;1267.069976
1446.608311;1267.069976
1520.534609;1267.069976
1617.133761;1267.069976
1727.124728;1267.069976
1470.470246;1267.069976
1613.351423;1267.069976
1606.217386;1267.069976
1513.087414;1267.069976
1560.026833;1267.069976
1417.630290;1267.069976
1582.073680;1267.069976
1682.905422;1267.069976
1644.399967;1267.069976
1554.860025;1267.069976
1594.919680;1267.069976
1531.986083;1267.069976
1621.002266;1267.069976
1529.419114;1267.069976
1551.316045;1267.069976
1640.826108;1267.069976
1518.049493;1267.069976
1677.663983;1267.069976
1662.416659;1267.069976
1591.554000;1267.069976
1568.171700;1267.069976
1517.477447;1267.069976
1493.328416;1267.069976
1576.430892;1267.069976
1586.171608;1267.069976
1576.855143;1267.069976
1471.769426;1267.069976
1617.410920;1267.069976
1641.376353;1267.069976
1676.677854;1267.069976
1571.099692;1267.069976
1643.661684;1267.069976
1555.073205;1267.069976
1494.634707;1267.069976
1506.309173;1267.069976
1511.706417;1267.069976
1708.677780;1267.069976
1584.464198;1267.069976
1589.331718;1267.069976
1774.555385;1267.069976
1593.630986;1267.069976
1631.737955;1267.069976
1576.021639;1267.069976
1415.377468;1267.069976
1629.274558;1267.069976
1606.822485;1267.069976
1661.350629;1267.069976
1596.128273;1267.069976
1542.161168;1267.069976
1536.824102;1267.069976
1478.280365;1267.069976
1679.319776;1267.069976
1534.025110;1267.069976
1625.818354;1267.069976
1681.376837;1267.069976
1560.953859;1267.069976
1574.244823;1267.069976
1574.718776;1267.069976
1765.007971;1267.069976
1645.733445;1267.069976
1523.755447;1267.069976
1425.695294;1267.069976
1595.573967;1267.069976
1524.561186;1267.069976
1473.983844;1267.069976
1594.209310;1267.069976
1641.466788;1267.069976
1530.375131;1267.069976
1523.967957;1267.069976
1640.378927;1267.069976
1487.657555;1267.069976
1608.082894;1267.069976
1527.995623;1267.069976
1365.910991;1267.069976
1538.734190;1267.069976
1623.492120;1267.069976
1449.573171;1267.069976
1524.834895;1267.069976
1509.690004;1267.069976
1511.781960;1267.069976
1524.709929;1267.069976
1483.525099;1267.069976
1598.201575;1267.069976
1609.499305;1267.069976
1593.413154;1267.069976
1625.122365;1267.069976
1663.553339;1267.069976
1431.179730;1267.069976
1565.068413;1267.069976
1644.605013;1267.069976
1454.647877;1267.069976
1615.938439;1267.069976
1666.304970;1267.069976
1613.431592;1267.069976
1619.128157;1267.069976
1692.637940;1267.069976
1601.884549;1267.069976
1410.940254;1267.069976
1447.073278;1267.069976
1569.789827;1267.069976
1490.038878;1267.069976
1477.386526;1267.069976
1438.471875;1267.069976
1588.719025;1267.069976
1638.285296;1267.069976
1619.678410;1267.069976
1448.382478;1267.069976
1485.867551;1267.069976
1533.554836;1267.069976
1626.746323;1267.069976
1526.173795;1267.069976
1680.801845;1267.069976
1734.886745;1267.069976
1527.656427;1267.069976
1580.710207;1267.069976
1724.281358;1267.069976
1648.599413;1267.069976
1518.714164;1267.069976
1580.326132;1267.069976
1535.458903;1267.069976
1509.491902;1267.069976
1567.517143;1267.069976
1649.318561;1267.069976
1607.090006;1267.069976
1462.253787;1267.069976
1516.768081;1267.069976
1445.897624;1267.069976
1653.604306;1267.069976
1602.492796;1267.069976
1458.272257;1267.069976
1601.723432;1267.069976
1539.475814;1267.069976
1552.211072;1267.069976
1669.239637;1267.069976
1647.785551;1267.069976
1411.676679;1267.069976
1602.990615;1267.069976
1667.738919;1267.069976
1549.039786;1267.069976
1561.606650;1267.069976
1445.192817;1267.069976
1575.033381;1267.069976
1611.453002;1267.069976
1539.806780;1267.069976
1432.418661;1267.069976
1496.093861;1267.069976
1542.482334;1267.069976
1561.714303;1267.069976
1617.664086;1267.069976
1715.050942;1267.069976
1652.686260;1267.069976
1496.971960;1267.069976
1653.650207;1267.069976
1589.008015;1267.069976
1503.100891;1267.069976
1635.606708;1267.069976
1665.144555;1267.069976
1493.658786;1267.069976
1424.114520;1267.069976
1640.928364;1267.069976
1596.677608;1267.069976
1578.611532;1267.069976
1586.006617;1267.069976
1725.263501;1267.069976
1577.468445;1267.069976
1624.740909;1267.069976
1565.090958;1267.069976
1628.513308;1267.069976
1489.917192;1267.069976
1663.414704;1267.069976
1629.561222;1267.069976
1575.561820;1267.069976
1640.373281;1267.069976
1549.279474;1267.069976
1596.196361;1267.069976
1497.952409;1267.069976
1497.899998;1267.069976
1577.549490;1267.069976
1574.216940;1267.069976
1618.184685;1267.069976
1581.388799;1267.069976
1574.447346;1267.069976
1623.488541;1267.069976
1684.931996;1267.069976
1594.927368;1267.069976
1617.605035;1267.069976
1625.927475;1267.069976
1579.965656;1267.069976
1569.651824;1267.069976
1592.150235;1267.069976
1733.943457;1267.069976
1589.860455;1267.069976
1544.134639;1267.069976
1591.891103;1267.069976
1585.143924;1267.069976
1592.598568;1267.069976
1604.153243;1267.069976
1435.072039;1267.069976
1509.594744;1267.069976
1470.238731;1267.069976
1628.696371;1267.069976
1577.892012;1267.069976
1557.072309;1267.069976
1573.711781;1267.069976
1468.130019;1267.069976
1594.839821;1267.069976
1528.431613;1267.069976
1681.545186;1267.069976
1544.737575;1267.069976
1540.729073;1267.069976
1447.422442;1267.069976
1635.083406;1267.069976
1659.279274;1267.069976
1620.079255;1267.069976
1722.390528;1267.069976
1605.035163;1267.069976
1505.030137;1267.069976
1506.172213;1267.069976
1576.752599;1267.069976
1499.513427;1267.069976
1400.804801;1267.069976
1463.846395;1267.069976
1491.721515;1267.069976
1627.133064;1267.069976
1509.738116;1267.069976
1522.538553;1267.069976
1544.847991;1267.069976
1507.095924;1267.069976
1546.347569;1267.069976
1563.520866;1267.069976
1595.781397;1267.069976
1396.815976;1267.069976
1619.705482;1267.069976
1474.150575;1267.069976
1633.332210;1267.069976
1560.541490;1267.069976
1587.581156;1267.069976
1647.179568;1267.069976
1623.619321;1267.069976
1544.512565;1267.069976
1679.087076;1267.069976
1464.488498;1267.069976
1583.333606;1267.069976
1443.970448;1267.069976
1615.159749;1267.069976
1750.258217;1267.069976
1552.289834;1267.069976
1578.776618;1267.069976
1658.863246;1267.069976
1483.737385;1267.069976
1537.276354;1267.069976
1592.691468;1267.069976
1444.934357;1267.069976
1487.706417;1267.069976
1556.156103;1267.069976
1678.639223;1267.069976
1548.724940;1267.069976
1654.267523;1267.069976
1613.585493;1267.069976
1578.232372;1267.069976
1584.339118;1267.069976
1590.729968;1267.069976
1579.698502;1267.069976
1571.588601;1267.069976
1604.188198;1267.069976
1568.195499;1267.069976
1484.266000;1267.069976
1570.474417;1267.069976
1649.541109;1267.069976
1477.154374;1267.069976
1643.314625;1267.069976
1471.427821;1267.069976
1620.553589;1267.069976
1713.993816;1267.069976
1611.599979;1267.069976
1542.868145;1267.069976
1616.580908;1267.069976
1551.747856;1267.069976
1591.011553;1267.069976
1545.976696;1267.069976
1624.008838;1267.069976
1555.784392;1267.069976
1541.758584;1267.069976
1601.110132;1267.069976
1555.423463;1267.069976
1515.953590;1267.069976
1472.880632;1267.069976
1598.792081;1267.069976
1564.506220;1267.069976
1552.780608;1267.069976
1645.446639;1267.069976
1545.346144;1267.069976
1585.838840;1267.069976
1465.753065;1267.069976
1638.569365;1267.069976
1603.732629;1267.069976
1544.622119;1267.069976
1589.488347;1267.069976
1614.875896;1267.069976
1691.908245;1267.069976
1531.774578;1267.069976
1646.773017;1267.069976
1504.699967;1267.069976
1434.282759;1267.069976
1389.417733;1267.069976
1558.367808;1267.069976
1577.165323;1267.069976
1680.976979;1267.069976
1581.620069;1267.069976
1505.456996;1267.069976
1480.697708;1267.069976
1585.219049;1267.069976
1649.374340;1267.069976
1617.078859;1267.069976
1595.913449;1267.069976
1652.197220;1267.069976
1523.011789;1267.069976
1489.180661;1267.069976
1621.202198;1267.069976
1540.197351;1267.069976
1589.723582;1267.069976
1573.368603;1267.069976
1699.216617;1267.069976
1678.502614;1267.069976
1501.857098;1267.069976
1487.974418;1267.069976
1526.781797;1267.069976
1493.088373;1267.069976
1598.521187;1267.069976
1614.064096;1267.069976
1557.980569;1267.069976
1628.720929;1267.069976
1507.261841;1267.069976
1580.213854;1267.069976
1288.097886;1267.069976
1392.990498;1267.069976
1533.681449;1267.069976
1568.576071;1267.069976
1675.631724;1267.069976
1610.944328;1267.069976
1593.999234;1267.069976
1596.247631;1267.069976
1560.518666;1267.069976
1530.939248;1267.069976
1533.600451;1267.069976
1507.305929;1267.069976
1521.566196;1267.069976
1510.585865;1267.069976
1490.806716;1267.069976
1574.267720;1267.069976
1559.701910;1267.069976
1574.487873;1267.069976
1513.443697;1267.069976
1514.833956;1267.069976
1585.964693;1267.069976
1698.036187;1267.069976
1573.973955;1267.069976
1644.319262;1267.069976
1595.603561;1267.069976
1468.037305;1267.069976
1462.800358;1267.069976
1422.820176;1267.069976
1557.150278;1267.069976
1557.220254;1267.069976
1472.481563;1267.069976
1501.955891;1267.069976
1584.236565;1267.069976
1621.559151;1267.069976
1697.412149;1267.069976
1678.108253;1267.069976
1685.842855;1267.069976
1573.713431;1267.069976
1682.460430;1267.069976
1642.215539;1267.069976
1586.486985;1267.069976
1452.604867;1267.069976
1583.451635;1267.069976
1715.340478;1267.069976
